"","Aging..Premature","Asthenia","Fever","Fever.of.Unknown.Origin","Sweating.Sickness","Hypothermia","Body.Weight","Birth.Weight","Fetal.Macrosomia","Body.Weight.Changes","Weight.Gain","Weight.Loss","Emaciation","Cachexia","Fetal.Weight","Overweight","Obesity","Obesity..Morbid","Thinness","Cardiac.Output..High","Cardiac.Output..Low","Chills","Cyanosis","Infantile.Apparent.Life.Threatening.Event","Edema","Edema..Cardiac","Hydrops.Fetalis","Eye.Manifestations","Eye.Hemorrhage","Eye.Pain","Susac.Syndrome","Fatigue","Mental.Fatigue","Feminization","Fetal.Distress","Flushing","Heart.Murmurs","Systolic.Murmurs","Hot.Flashes","Hypergammaglobulinemia","Intermittent.Claudication","Mobility.Limitation","Motion.Sickness","Space.Motion.Sickness","Neurologic.Manifestations","Cerebrospinal.Fluid.Otorrhea","Cerebrospinal.Fluid.Rhinorrhea","Decerebrate.State","Dyskinesias","Ataxia","Cerebellar.Ataxia","Gait.Ataxia","Athetosis","Catalepsy","Chorea","Dystonia","Torticollis","Hyperkinesis","Hypokinesia","Myoclonus","Psychomotor.Agitation","Akathisia..Drug.Induced","Synkinesis","Tics","Tremor","Gait.Disorders..Neurologic","Gait.Apraxia","Meningism","Neurobehavioral.Manifestations","Apraxias","Alien.Hand.Syndrome","Catatonia","Communication.Disorders","Language.Disorders","Agraphia","Anomia","Dyslexia","Dyslexia..Acquired","Alexia..Pure","Language.Development.Disorders","Speech.Disorders","Aphasia","Aphasia..Broca","Aphasia..Conduction","Aphasia..Primary.Progressive","Primary.Progressive.Nonfluent.Aphasia","Aphasia..Wernicke","Articulation.Disorders","Dysarthria","Echolalia","Mutism","Stuttering","Learning.Disorders","Confusion","Delirium","Consciousness.Disorders","Unconsciousness","Coma","Persistent.Vegetative.State","Stupor","Syncope","Syncope..Vasovagal","Lethargy","Memory.Disorders","Amnesia","Amnesia..Anterograde","Amnesia..Retrograde","Amnesia..Transient.Global","Korsakoff.Syndrome","Mental.Retardation","Perceptual.Disorders","Agnosia","Gerstmann.Syndrome","Prosopagnosia","Auditory.Perceptual.Disorders","Hallucinations","Illusions","Phantom.Limb","Psychomotor.Disorders","Apraxia..Ideomotor","Fasciculation","Muscle.Cramp","Muscle.Hypertonia","Muscle.Rigidity","Muscle.Spasticity","Muscle.Hypotonia","Muscle.Weakness","Muscular.Atrophy","Sarcopenia","Myokymia","Myotonia","Spasm","Hemifacial.Spasm","Trismus","Tetany","Orthostatic.Intolerance","Pain","Back.Pain","Low.Back.Pain","Facial.Pain","Headache","Slit.Ventricle.Syndrome","Labor.Pain","Metatarsalgia","Neck.Pain","Neuralgia","Neuralgia..Postherpetic","Piriformis.Muscle.Syndrome","Sciatica","Pain..Intractable","Pain..Referred","Paralysis","Facial.Paralysis","Gastroparesis","Hemiplegia","Ophthalmoplegia","Ophthalmoplegia..Chronic.Progressive.External","Supranuclear.Palsy..Progressive","Paraplegia","Brown.Sequard.Syndrome","Pseudobulbar.Palsy","Quadriplegia","Respiratory.Paralysis","Vocal.Cord.Paralysis","Paresis","Paraparesis","Paraparesis..Spastic","Psychophysiologic.Disorders","Pupil.Disorders","Anisocoria","Miosis","Horner.Syndrome","Tonic.Pupil","Reflex..Abnormal","Reflex..Babinski","Seizures","Sensation.Disorders","Dizziness","Hearing.Disorders","Hearing.Loss","Deafness","Deaf.Blind.Disorders","Hearing.Loss..Bilateral","Hearing.Loss..Conductive","Hearing.Loss..Functional","Hearing.Loss..High.Frequency","Hearing.Loss..Mixed.Conductive.Sensorineural","Hearing.Loss..Sensorineural","Hearing.Loss..Central","Hearing.Loss..Noise.Induced","Presbycusis","Usher.Syndromes","Hearing.Loss..Sudden","Hearing.Loss..Unilateral","Hyperacusis","Tinnitus","Olfaction.Disorders","Somatosensory.Disorders","Hyperalgesia","Hyperesthesia","Hypesthesia","Paresthesia","Taste.Disorders","Ageusia","Dysgeusia","Vision.Disorders","Amblyopia","Blindness","Amaurosis.Fugax","Blindness..Cortical","Color.Vision.Defects","Diplopia","Hemianopsia","Photophobia","Scotoma","Vision..Low","Sleep.Disorders","Sleep.Deprivation","Urinary.Bladder..Neurogenic","Vertigo","Voice.Disorders","Aphonia","Dysphonia","Hoarseness","Oral.Manifestations","Oral.Hemorrhage","Abdominal.Pain","Abdomen..Acute","Colic","Renal.Colic","Arthralgia","Shoulder.Pain","Chest.Pain","Angina.Pectoris","Acute.Coronary.Syndrome","Angina..Unstable","Angina.Pectoris..Variant","Earache","Toothache","Flank.Pain","Glossalgia","Pain..Postoperative","Pelvic.Pain","Dysmenorrhea","Pseudophakia","Reticulocytosis","Aerophagy","Anorexia","Constipation","Coprophagia","Diarrhea","Diarrhea..Infantile","Dyspepsia","Encopresis","Eructation","Flatulence","Gagging","Halitosis","Heartburn","Hiccup","Hyperphagia","Bulimia","Nausea","Postoperative.Nausea.and.Vomiting","Vomiting","Hematemesis","Morning.Sickness","Hyperemesis.Gravidarum","Vomiting..Anticipatory","Anoxia","Fetal.Hypoxia","Apnea","Cheyne.Stokes.Respiration","Cough","Dyspnea","Dyspnea..Paroxysmal","Hemoptysis","Hypercapnia","Hyperoxia","Hyperventilation","Hypocapnia","Hypoventilation","Mouth.Breathing","Respiratory.Aspiration","Respiratory.Sounds","Snoring","Sneezing","Skin.Manifestations","Cafe.au.Lait.Spots","Ecchymosis","Jaundice","Jaundice..Obstructive","Livedo.Reticularis","Necrolytic.Migratory.Erythema","Pallor","Pruritus","Tinea.Pedis","Purpura","Purpura.Fulminans","Purpura..Hyperglobulinemic","Purpura..Schoenlein.Henoch","Purpura..Thrombocytopenic","Purpura..Thrombocytopenic..Idiopathic","Purpura..Thrombotic.Thrombocytopenic","Waterhouse.Friderichsen.Syndrome","Striae.Distensae","Dysuria","Hypercalciuria","Nocturia","Oliguria","Polyuria","Prostatism","Proteinuria","Albuminuria","Hemoglobinuria","Urinary.Bladder..Overactive","Urinary.Incontinence","Urinary.Incontinence..Stress","Urinary.Incontinence..Urge","Urinoma","Virilism","Hirsutism"
"MESH:D010024",34.64551,10.3161,1.856813,0,0,0,126.2195,7.035655,0,0,41.62731,26.0014,5.497922,5.984172,0,4.11936,74.09727,3.50588,34.71779,0,0,0,1.74341,0,22.04749,0,0,1.507877,0,0,0,4.552053,0,0,0,5.228024,0,0,98.76562,8.395626,0,33.16629,0,0,0.2797657,0,0,0,0,0,0,0,0,0,0,0,0,0,11.51717,0,0,0,0,0,1.739353,8.723828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.508948,2.083955,0,0,0,3.09508,0,0,0,0,2.935995,0,0,0,0,0,18.10893,0,0,0,0,0,0,0,3.22936,0,0,0,0,0,2.401933,8.636401,1.656511,19.85982,23.37315,9.527669,0,0,0,0,0,11.90603,0,79.3822,272.969,82.70189,3.944657,2.653693,0,0,0,1.958792,9.229885,0,0,2.169409,9.964917,0,8.236013,1.357097,0,18.12485,0,0,0,35.76942,0,0,19.16796,0,0,6.438679,0,0,4.447517,0,0,0,2.209626,0,0,0,3.380668,1.71661,5.369886,2.20505,0.8035505,3.685581,0,0,2.26742,0,0,0,1.214856,0,0,3.693393,0,0,0,0,0,0,0,2.39411,0,0,1.358018,0,0,0,5.307915,0,14.2758,0,0,0,0,0,0,0,2.256044,1.492999,0,0,6.385008,1.665245,0,0,0,1.865776,0,3.393935,0,2.134747,0,36.9325,2.420427,2.199122,2.905367,0,0,0,0,0,0,0,13.42284,6.123234,0,0,0,0,9.126303,4.781746,0,5.539129,0,6.246157,0,0,0,0,0,3.176869,0,0,24.87471,9.110025,3.4201,4.217563,0,0,0,0,1.001989,0,1.876554,0,2.629458,2.010443,0,0,2.110984,0,0,0,0,0,0,0,2.760105,0,2.449429,0,0,4.364135,0,0,0,0,1.465942,0,3.189656,0,3.674525,0,0,3.867789,0,0,0,0,62.95036,0,0,0,4.658474,3.746933,0,0,0,9.705176,2.802176,0,0,4.454112,4.967444
"MESH:D013122",3.464551,2.063219,4.951501,1.473155,0,0,4.115854,0,0,0,0,0,0,0,0,0.8238721,13.32086,3.50588,2.6706,0,0,0,1.74341,0,4.767025,0,0,4.523631,0,0,0,4.552053,0,0,0,2.614012,4.726834,0,0,0,53.23928,5.527714,0,0,2.447949,0,2.677472,0,0.7479521,2.439319,0,2.802176,7.746487,0,0,3.072218,66.80472,0,0,10.65043,0,0,0,0,1.739353,12.21336,0,3.074354,0,0,0,0,0,0,0,0,0,0,0,0,0,1.810662,0,0,0,0,0,0,0,0,0,0,0,4.526845,2.083955,0,0,3.936254,0,0,2.981783,0,0,0,0,0,0,0,0,7.243573,0,0,0,0,0,0,0,3.22936,2.663282,0,0,11.2128,2.96084,38.43092,32.81832,1.656511,23.83179,106.64,0,0,3.054049,10.93822,0,0,0,0,90.91073,600.9905,485.0784,17.75096,54.84298,0,0,0,142.9918,58.45594,0,0,221.2797,23.9158,16.01419,16.47203,0,0,3.883897,3.989542,0,0,160.9624,14.14068,0,52.02731,7.468261,3.975559,7.726415,38.01006,9.513611,25.2026,0,0,0,2.209626,0,12.66418,0,3.380668,2.746575,32.21931,5.145116,0.8035505,2.457054,0,0,0,0,0,0,1.214856,0,0,0,0,7.755906,0,0,15.79227,0,0,4.78822,2.694864,12.05373,38.02451,2.376092,0,0,1.990468,2.563528,2.196277,0,0,0,1.644165,0,0,2.381207,0,1.492999,0,18.70431,38.31005,4.995734,0,0,0,0,0,5.090902,2.8752,0,0,8.8638,12.10214,15.39385,13.07415,0,0,0,11.2717,0,3.148856,0,13.42284,0,2.760105,0,0,0,0,3.187831,0,0.9231881,0,2.082052,0,0,3.137867,0,0,0,0,0,0,5.693765,0,2.530538,4.171723,0,0,0,5.009943,0,0,3.637823,5.258917,3.015665,0,0,2.110984,0,0,0,5.042707,3.22936,0,0,2.760105,0,0.6123572,0,0,1.454712,0,0,0,0,4.397826,0,0,0,0,0,1.414906,0,0,0,0,0,0,0,0,0,0,0,2.065087,0,0,9.705176,5.604352,0,0,0,0
"MESH:D012600",3.464551,0,0,0,0,0,12.69055,2.814262,0,0,0,1.000054,0,0,0,0.8238721,4.162768,1.75294,2.6706,0,6.428387,0,8.717048,0,0.5958781,0,0,1.507877,0,0,0,2.276026,0,0,0,0,2.363417,0,0,0,0,2.763857,3.495323,0,0.4196485,0,0,0,0,4.878639,0,5.604352,0,0,0,13.82498,21.54991,0,0,0,0,0,0,0,3.478706,6.979062,0,0,0,0,0,0,0,1.077737,0,0,0,0,0,0,2.305833,0,0,0,0,0,0,0,0,0,0,0,6.94125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.21787,0,0,0,0,0,0,0,3.22936,3.994923,0,0,0,0,7.205798,19.00008,11.59558,15.88786,24.83397,0,0,0,1.367277,0,0,0,0,15.15179,86.01964,44.53179,0,3.538257,0,9.172307,0,9.79396,0,0,0,26.03291,1.992983,0,21.80121,1.357097,0,2.589265,18.61786,3.646873,0,60.04153,0,0,17.79882,2.48942,0,6.438679,6.707658,0,2.965011,0,0,0,2.209626,0,12.66418,0,0.8451669,1.373288,0,0.7350166,0.8035505,2.457054,0,0,0,0,0,0,1.214856,0,0,0,0,0,0,0,0,0,0,0,0,1.721961,4.074054,0,0,0,1.990468,0,2.196277,0,0,0,0,0,0,0,0,5.971996,0,4.156514,0,0,0,0,0,0,0,1.696967,0,0,0,0,0,0,4.35805,0,0,0,0,0,0,0,11.74499,0,0,0,0,0,1.825261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.687025,2.085862,0,0,0,20.03977,0,3.753108,0,5.258917,12.06266,0,0,23.22082,0,0,0,37.8203,3.22936,0,0,0,0,1.837072,3.303928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.483722
"MESH:D007592",3.464551,2.063219,15.47344,2.94631,0,0,6.859757,0,0,0,2.973379,6.000322,0,0,0,0,20.81384,3.50588,0,0,0,0,0,0,41.71147,0,0,12.06302,0,0,0,4.552053,0,0,0,0,2.363417,0,0,5.037375,4.436606,5.527714,0,0,0.839297,0,0,0,0.7479521,1.21966,0,0,0,0,1.992983,3.072218,15.08494,0,0,0,0,0,0,0,1.739353,1.744766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.508948,0,0,0.9279728,3.936254,0,0,0,3.182567,0,0,2.171486,0,0,0,0,14.48715,0,0,0,0,0,0,0,0,2.663282,0,0,11.2128,0,4.803866,12.09096,3.313022,3.971964,33.5989,0,0,6.108097,1.367277,0,2.59796,2.381207,0,166.6697,71.10957,46.12221,1.972329,9.730207,0,0,0,11.75275,53.84099,0,0,71.59051,13.95088,0,6.782599,0,0,6.473162,0,0,3.034147,14.05227,0,0,6.845698,0,1.98778,0,0,3.171204,20.75508,1.746123,0,0,0,0,5.628524,0,1.690334,0,2.684943,2.940066,0.8035505,7.371163,0,2.211789,4.53484,0,0,0,4.859423,0,0,0,0,0,0,0,3.948067,0,2.091062,0,2.694864,1.721961,16.29622,0,0,0,0.6634894,0,4.392553,0,0,0,0,0,0,0,0,0,0,0,3.192504,1.665245,0,0,0,1.865776,0,1.696967,1.4376,2.134747,0,144.7754,116.1805,4.398243,2.905367,0,0,0,0,0,3.148856,0,21.81212,6.123234,0,0,0,0,0,3.187831,0,8.308693,0,0,0,0,0,0,0,3.176869,0,0,0,4.555012,0,1.687025,0,0,0,0,3.005966,0,0,0,1.314729,0,0,5.091223,0,0,0,0,0,0,0,3.278539,0,0,8.573001,0,2.299981,1.454712,0,0,0,0,1.465942,0,11.6954,0,7.349049,3.996429,1.414906,0,0,0,0,0,0,0,0,0,0,7.493867,8.260347,0,0,0,0,0,0,0,0
"MESH:D001172",6.929103,4.126439,33.42263,11.78524,0,0,28.125,14.07131,0,0,2.973379,29.00156,1.832641,59.84172,0,2.471616,47.45556,0,8.011799,0,8.571183,3.585179,3.486819,0,115.0045,0,2.341,43.72843,0,0,0,162.7359,0,0,0,2.614012,0,0,0,82.27713,2.218303,11.05543,0,0,2.657774,0,0,0,0,4.878639,0,0,0,0,19.92983,0,4.309982,0,11.51717,1.775071,0,0,0,0,12.17547,10.46859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152917,1.810662,0,0,0,0,0,1.887449,2.026585,0,0,0,0,1.508948,4.16791,3.508517,0,2.62417,0,0,4.472674,3.182567,0,1.467998,0,0,0,0,0,1.810893,2.772115,2.536212,0,0,0,1.723288,0,12.91744,1.331641,0,3.074354,2.24256,0,16.81353,10.36368,1.656511,13.90188,59.89369,9.527669,0,0,4.101832,0,0,2.381207,0,317.1994,41.28943,22.26589,25.64027,43.34365,0,0,4.913366,31.34067,23.07471,4.098858,0,41.21878,11.9579,4.003548,15.01861,5.428388,0,31.07118,13.29847,0,3.034147,15.32975,3.535169,0,21.90623,0,17.89002,2.575472,2.235886,0,106.7404,1.746123,0,0,2.209626,0,4.221393,0,4.225835,1.029966,28.1919,8.820199,8.839056,14.74233,0,11.05894,22.6742,0,3.105606,0,29.15654,0,3.194062,0,0,0,0,0,29.6105,4.57646,0,21.54699,2.694864,3.443922,24.44433,38.01747,7.170359,3.472156,7.298384,2.563528,7.686968,0,0,2.56661,11.50916,2.082052,5.708584,11.90603,2.256044,43.29697,5.151825,2.078257,23.94378,9.991469,3.628855,0,8.864508,9.328881,5.151825,9.33332,7.188001,2.134747,0,147.73,26.6247,5.497804,8.7161,7.793881,8.970241,0,0,0,0,0,18.45641,4.082156,2.760105,0,0,0,9.126303,7.969577,0,51.69854,0,66.62567,0,0,0,0,0,22.23809,0,0,0,78.57396,0,27.83592,8.343447,0,2.875083,0,29.05767,0,1.876554,0,10.51783,31.16187,0,5.091223,0,0,2.10513,0,0,0,0,18.03196,2.760105,0,17.75836,0,4.599962,24.7301,0,0,0,0,23.45507,0,23.39081,4.683792,25.72167,21.98036,16.97887,11.60337,4.368077,0,0,0,0,0,0,0,0,201.0854,49.56208,2.883522,0,3.235059,2.802176,0,0,0,7.451167
"MESH:D005356",3.464551,0,1.237875,1.473155,0,0,0.3429878,0,0,0,1.48669,1.000054,0,0,0,0.8238721,9.15809,1.75294,0,0,0,0,0,0,2.97939,0,0,1.507877,0,0,0,212.8085,3.585179,0,0,0,0,0,0,0,0,0,0,0,0.06994141,0,0,0,0,2.439319,0,0,0,0,0,0,0,0,0,8.875354,2.24256,0,0,0,1.739353,0,4.127846,0,0.370758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.981783,6.365135,0,19.08397,0,0,0,0,0,0,4.158172,0,0,0,3.143347,0,0,3.22936,1.331641,0,9.223062,11.2128,0,9.607731,1.72728,0,3.971964,2.921644,0,0,3.054049,6.836387,0,0,2.381207,15.63558,296.448,30.96707,50.89347,59.16986,19.46041,0,0,0,21.54671,26.15134,0,0,4.338819,21.92282,20.01774,0.4844714,0,0,1.294632,0,0,0,0,0,0,0,0,0,0,0,0,109.7054,0,0,0,0,0,1.407131,0,1.690334,1.373288,14.76719,0.7350166,0,1.228527,0,0,0,0,3.105606,0,2.429712,3.253603,0,3.693393,0,0,0,4.056894,3.948067,0,1.045531,138.8584,5.389728,3.443922,12.22216,0,0,3.472156,0,0,0,0,0,0,0,0,0,0,0,265.7538,18.03139,0,6.385008,0,0,0,0,0,0,2.545451,0,0,0,14.773,12.10214,8.796487,1.452683,0,0,0,0,0,0,4.01662,1.677855,6.123234,5.52021,0,0,0,0,4.781746,0,0.9231881,0,6.246157,0,0,0,0,0,0,0,0,0,6.832518,0,0.8435127,0,0,0,0,1.001989,0,1.876554,0,0,3.015665,0,0,0,0,4.21026,3.37062,0,0,0,0,2.760105,0,0,0,0,0,0,0,0,0,1.465942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.617529,2.802176,0,0,0,0
"MESH:D017241",3.464551,2.063219,0,0,0,0,0,0,3.336718,0,0,0,0,0,0,0,0,0,0,0,4.285591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7479521,2.439319,3.417571,0,0,0,1.992983,3.072218,0,0,0,1.775071,0,0,0,0,1.739353,1.744766,0,0,0,0,0,5.403813,0,0,0,0,0,0,0,0,0,10.86397,0,0,0,0,6.990646,0,0,0,0,0,1.735312,7.544741,0,0,0.9279728,2.62417,0,0,1.490891,0,0,1.467998,0,0,0,0,0,3.621787,0,5.072425,0,4.204219,0,3.446576,0,0,2.663282,0,0,0,0,0,1.72728,1.656511,6.950938,2.921644,0,0,0,0,0,0,0,0,0,0,0,0,9.730207,0,0,0,0,0,0,0,0,0,0,0.9689428,0,0,1.294632,3.989542,61.99684,0,0,0,0,0,0,0,2.575472,0,0,0,0,3.350141,0,0,0,0,0,19.43884,0,0,0.7350166,4.017753,11.05674,0,2.211789,0,0,0,0,31.58625,0,0,0,0,0,0,0,0,0,0,0,0,1.721961,0,0,0,0,5.971405,0,2.196277,0,11.7787,0,0,20.82052,0,0,0,0,0,0,0,0,0,0,0,0,0,2.545451,0,0,0,0,0,1.099561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.530538,0,0,0,0,1.001989,0,0,0,0,0,0,0,2.110984,0,0,0,2.521353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MESH:D019465",6.929103,0,0.6189376,0,0,0,1.714939,9.849917,6.673436,0,1.48669,0,0,0,7.153338,0,5.827876,0,0,0,0,0,0,0,1.191756,0,2.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.439319,3.417571,0,0,0,0,0,8.619964,0,8.63788,0,0,0,0,3.722381,0,1.744766,0,0,0,2.383774,0,0,0,1.077737,0,0,2.677472,0,0,24.86567,14.98792,0,0,0,0,0,0,11.32469,0,0,0,0,34.70625,0,0,0,0,0,0,0,1.490891,0,0,1.467998,0,0,0,0,0,179.2784,0,0,0,0,0,1.723288,0,0,19.97461,0,0,0,0,0,6.909121,38.09976,1.985982,2.921644,0,0,0,0,0,0,0,0,0.3293867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4844714,4.071291,0,0,1.329847,3.646873,0,5.109917,0,0,1.36914,0,3.975559,2.575472,0,0,0,0,0,0,0,0,0,0,6.761335,0,0,1.470033,5.624854,15.97085,0,6.635366,11.3371,0,3.105606,4.003548,17.00798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.653958,5.127056,4.392553,0,0,0,0,0,0,0,0,1.492999,0,2.078257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.355711,0,0,0,0,0,0,1.593915,0,0.9231881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.001989,0,3.753108,0,0,0,0,0,0,0,2.10513,0,0,6.458719,0,0,0,0,0,9.911785,0,0,0,0,0,0,1.465942,0,0,0,0,0,0,1.933894,0,0,0,0,0,0,0,0,0,3.746933,0,0,0,0,0,0,0,0,0
"MESH:D008831",3.464551,0,0.6189376,0,0,0,9.260672,26.73549,0,0,0,0,0,0,0,0,8.325537,0,0,0,0,0,1.74341,0,2.383512,0,7.023001,0,0,0,0,0,0,0,5.176903,0,0,0,0,0,0,0,0,0,0.2098242,0,0,0,0,6.098299,3.417571,0,5.164325,0,7.971933,0,0,0,0,5.325213,2.24256,0,0,0,3.478706,0,0,0,0,2.383774,0,0,0,1.077737,0,0,0,0,0,4.973134,6.917499,0,0,0,0,0,0,0,0,0,0,0,22.55906,1.508948,0,0,0,0,3.09508,0,0,0,0,2.935995,0,0,0,0,0,381.1931,1.386057,0,0,0,0,0,0,0,38.61759,0,0,0,2.96084,2.401933,24.18192,34.78673,0,4.382465,0,0,0,1.367277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4844714,0,0,1.294632,1.329847,0,0,0,0,0,10.95312,0,0,0,0,0,0,0,0,0,0,0,5.628524,0,39.72285,0,0,1.470033,1.607101,11.05674,0,2.211789,6.802261,0,0,0,4.859423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6634894,2.563528,2.196277,0,0,2.56661,0,0,0,0,0,4.478997,0,0,0,0,0,0,2.216127,3.731553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.593915,0,0.9231881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875083,0,1.001989,2.734225,1.876554,0,0,0,0,0,0,0,2.10513,0,0,0,0,0,0,0,0,16.51964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.497956,0,0,0,1.617529,0,0,0,0,0
"MESH:D003092",3.464551,0,11.75982,4.419465,0,3.890872,50.07623,0,0,0,25.27373,51.00274,0,1.994724,0,0,5.827876,0,0,0,0,0,0,0,8.938171,0,0,3.015754,0,0,0,0,0,0,0,0,0,0,0,1.679125,0,0,0,0,0.2797657,0,0,0,0.7479521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.026585,0,0,0,0,1.508948,2.083955,0,0.9279728,0,0,0,0,0,0,0,0,0,0,0,0,0.9054467,0,0,0,0,0,1.723288,0,0,0,0,0,0,0,0,0,0,0.9929911,1.460822,0,0,0,0,0,0,0,0,13.17547,2.293857,1.590421,0,0,0,0,0,0,1.538314,0,0,0,0,8.007096,1.937886,0,9.892492,0,0,0,0,1.277479,0,0,0,0,0,0,0,0,16.30756,0,0,0,0,0,1.407131,0,3.380668,0.3433219,0,0,0,3.685581,0,0,0,0,0,0,1.214856,0,0,0,0,0,0,0,0,0,1.045531,47.8822,0,0,1.358018,0,0,0,0,2.563528,1.098138,0,0,0,0,0,0,0,0,0,2.575912,0,0,0,0,0,0,0,0,48.36357,61.81681,4.269495,0,1.4773,0,0,1.452683,0,0,0,0,0,0,0,0,4.082156,0,0,0,0,9.126303,55.78704,0,479.1346,20.53121,8.328209,0,0,3.137867,0,0,0,0,0,0,1.138753,0,2.530538,0,0,0,0,4.007954,0,0,0,2.629458,1.005222,0,1.697074,0,0,0,0,0,0,0,0,0,0,2.449429,0,0,0,0,0,0,0,2.931884,0,0,0,0,3.996429,1.414906,0,19.65635,0,0,0,0,0,0,0,0,0,0,0,3.543332,0,0,0,0,0,0
"MESH:D005234",6.929103,4.126439,1.856813,1.473155,0,1.945436,89.86282,4.221393,0,0,65.41435,174.0093,1.832641,1.994724,0,28.83552,833.3862,219.1175,13.353,0,0,0,0,0,2.383512,0,0,1.507877,0,0,0,11.38013,0,0,12.94226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.508948,2.083955,0,0.9279728,13.12085,0,0,1.490891,3.182567,0,0,0,0,0,0,0,0.9054467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.460822,0,0,0,1.367277,0,0,0,0,1.646934,2.293857,0,0,0.8845643,0,0,0,0,0,0,0,0,0,0,0,0,3.297497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.451669,0,0,0.7350166,0,1.228527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.484837,1.4376,0,0,2.9546,0,1.099561,1.452683,2.59796,2.24256,0,0,0,0,0,0,0,0,0,0,0,1.825261,1.593915,0,5.539129,0,6.246157,0,0,0,0,0,0,0,16.79523,0,5.693765,0,10.96566,6.257585,0,0,0,16.03182,0,7.506216,0,0,1.005222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.55444,2.498029,0,0,0,4.397826,0,1.063219,0,0,0,0,1.933894,2.184039,0,0,0,0,0,0,4.721803,0,2.497956,10.32543,0,0,0,0,0,0,2.227056,4.967444
