"","Aging..Premature","Asthenia","Fever","Fever.of.Unknown.Origin","Sweating.Sickness","Hypothermia","Body.Weight","Birth.Weight","Fetal.Macrosomia","Body.Weight.Changes","Weight.Gain","Weight.Loss","Emaciation","Cachexia","Fetal.Weight","Overweight","Obesity","Obesity..Morbid","Thinness","Cardiac.Output..High","Cardiac.Output..Low","Chills","Cyanosis","Infantile.Apparent.Life.Threatening.Event","Edema","Edema..Cardiac","Hydrops.Fetalis","Eye.Manifestations","Eye.Hemorrhage","Eye.Pain","Susac.Syndrome","Fatigue","Mental.Fatigue","Feminization","Fetal.Distress","Flushing","Heart.Murmurs","Systolic.Murmurs","Hot.Flashes","Hypergammaglobulinemia","Intermittent.Claudication","Mobility.Limitation","Motion.Sickness","Space.Motion.Sickness","Neurologic.Manifestations","Cerebrospinal.Fluid.Otorrhea","Cerebrospinal.Fluid.Rhinorrhea","Decerebrate.State","Dyskinesias","Ataxia","Cerebellar.Ataxia","Gait.Ataxia","Athetosis","Catalepsy","Chorea","Dystonia","Torticollis","Hyperkinesis","Hypokinesia","Myoclonus","Psychomotor.Agitation","Akathisia..Drug.Induced","Synkinesis","Tics","Tremor","Gait.Disorders..Neurologic","Gait.Apraxia","Meningism","Neurobehavioral.Manifestations","Apraxias","Alien.Hand.Syndrome","Catatonia","Communication.Disorders","Language.Disorders","Agraphia","Anomia","Dyslexia","Dyslexia..Acquired","Alexia..Pure","Language.Development.Disorders","Speech.Disorders","Aphasia","Aphasia..Broca","Aphasia..Conduction","Aphasia..Primary.Progressive","Primary.Progressive.Nonfluent.Aphasia","Aphasia..Wernicke","Articulation.Disorders","Dysarthria","Echolalia","Mutism","Stuttering","Learning.Disorders","Confusion","Delirium","Consciousness.Disorders","Unconsciousness","Coma","Persistent.Vegetative.State","Stupor","Syncope","Syncope..Vasovagal","Lethargy","Memory.Disorders","Amnesia","Amnesia..Anterograde","Amnesia..Retrograde","Amnesia..Transient.Global","Korsakoff.Syndrome","Mental.Retardation","Perceptual.Disorders","Agnosia","Gerstmann.Syndrome","Prosopagnosia","Auditory.Perceptual.Disorders","Hallucinations","Illusions","Phantom.Limb","Psychomotor.Disorders","Apraxia..Ideomotor","Fasciculation","Muscle.Cramp","Muscle.Hypertonia","Muscle.Rigidity","Muscle.Spasticity","Muscle.Hypotonia","Muscle.Weakness","Muscular.Atrophy","Sarcopenia","Myokymia","Myotonia","Spasm","Hemifacial.Spasm","Trismus","Tetany","Orthostatic.Intolerance","Pain","Back.Pain","Low.Back.Pain","Facial.Pain","Headache","Slit.Ventricle.Syndrome","Labor.Pain","Metatarsalgia","Neck.Pain","Neuralgia","Neuralgia..Postherpetic","Piriformis.Muscle.Syndrome","Sciatica","Pain..Intractable","Pain..Referred","Paralysis","Facial.Paralysis","Gastroparesis","Hemiplegia","Ophthalmoplegia","Ophthalmoplegia..Chronic.Progressive.External","Supranuclear.Palsy..Progressive","Paraplegia","Brown.Sequard.Syndrome","Pseudobulbar.Palsy","Quadriplegia","Respiratory.Paralysis","Vocal.Cord.Paralysis","Paresis","Paraparesis","Paraparesis..Spastic","Psychophysiologic.Disorders","Pupil.Disorders","Anisocoria","Miosis","Horner.Syndrome","Tonic.Pupil","Reflex..Abnormal","Reflex..Babinski","Seizures","Sensation.Disorders","Dizziness","Hearing.Disorders","Hearing.Loss","Deafness","Deaf.Blind.Disorders","Hearing.Loss..Bilateral","Hearing.Loss..Conductive","Hearing.Loss..Functional","Hearing.Loss..High.Frequency","Hearing.Loss..Mixed.Conductive.Sensorineural","Hearing.Loss..Sensorineural","Hearing.Loss..Central","Hearing.Loss..Noise.Induced","Presbycusis","Usher.Syndromes","Hearing.Loss..Sudden","Hearing.Loss..Unilateral","Hyperacusis","Tinnitus","Olfaction.Disorders","Somatosensory.Disorders","Hyperalgesia","Hyperesthesia","Hypesthesia","Paresthesia","Taste.Disorders","Ageusia","Dysgeusia","Vision.Disorders","Amblyopia","Blindness","Amaurosis.Fugax","Blindness..Cortical","Color.Vision.Defects","Diplopia","Hemianopsia","Photophobia","Scotoma","Vision..Low","Sleep.Disorders","Sleep.Deprivation","Urinary.Bladder..Neurogenic","Vertigo","Voice.Disorders","Aphonia","Dysphonia","Hoarseness","Oral.Manifestations","Oral.Hemorrhage","Abdominal.Pain","Abdomen..Acute","Colic","Renal.Colic","Arthralgia","Shoulder.Pain","Chest.Pain","Angina.Pectoris","Acute.Coronary.Syndrome","Angina..Unstable","Angina.Pectoris..Variant","Earache","Toothache","Flank.Pain","Glossalgia","Pain..Postoperative","Pelvic.Pain","Dysmenorrhea","Pseudophakia","Reticulocytosis","Aerophagy","Anorexia","Constipation","Coprophagia","Diarrhea","Diarrhea..Infantile","Dyspepsia","Encopresis","Eructation","Flatulence","Gagging","Halitosis","Heartburn","Hiccup","Hyperphagia","Bulimia","Nausea","Postoperative.Nausea.and.Vomiting","Vomiting","Hematemesis","Morning.Sickness","Hyperemesis.Gravidarum","Vomiting..Anticipatory","Anoxia","Fetal.Hypoxia","Apnea","Cheyne.Stokes.Respiration","Cough","Dyspnea","Dyspnea..Paroxysmal","Hemoptysis","Hypercapnia","Hyperoxia","Hyperventilation","Hypocapnia","Hypoventilation","Mouth.Breathing","Respiratory.Aspiration","Respiratory.Sounds","Snoring","Sneezing","Skin.Manifestations","Cafe.au.Lait.Spots","Ecchymosis","Jaundice","Jaundice..Obstructive","Livedo.Reticularis","Necrolytic.Migratory.Erythema","Pallor","Pruritus","Tinea.Pedis","Purpura","Purpura.Fulminans","Purpura..Hyperglobulinemic","Purpura..Schoenlein.Henoch","Purpura..Thrombocytopenic","Purpura..Thrombocytopenic..Idiopathic","Purpura..Thrombotic.Thrombocytopenic","Waterhouse.Friderichsen.Syndrome","Striae.Distensae","Dysuria","Hypercalciuria","Nocturia","Oliguria","Polyuria","Prostatism","Proteinuria","Albuminuria","Hemoglobinuria","Urinary.Bladder..Overactive","Urinary.Incontinence","Urinary.Incontinence..Stress","Urinary.Incontinence..Urge","Urinoma","Virilism","Hirsutism"
"MESH:D016399",0,0,11.14088,17.67786,0,0,1.714939,1.407131,0,0,1.48669,7.000376,0,3.989448,0,0.8238721,1.665107,0,0,0,0,3.585179,1.74341,0,2.97939,0,0,0,0,0,0,2.276026,0,0,0,0,0,0,0,15.11213,0,0,0,0,0,0,0,0,0,1.21966,0,0,0,0,3.985967,0,0,0,0,1.775071,0,0,0,0,1.739353,0,0,0,0,2.383774,0,0,0,0,0,0,0,0,0,0,1.152917,3.621324,0,0,0,0,0,0,0,0,0,0,0,1.508948,0,0,0,0,0,0,0,0,0,2.935995,0,0,0,0,0,0.9054467,0,0,0,0,0,1.723288,0,0,0,0,0,0,0,0,0,0,2.978973,0,0,0,0,0,0,0,0,0,1.317547,1.146929,0,3.944657,1.769129,0,0,0,0,0,0,0,0,0,0,1.937886,5.428388,0,0,2.659695,0,0,1.277479,0,0,0,0,0,1.287736,0,0,0,0,0,0,0,0,0,0,0.8451669,0.3433219,0,0,0,1.228527,0,2.211789,0,0,0,0,1.214856,0,0,0,0,0,0,0,0,0,0,0,0,1.721961,1.358018,0,0,0,3.317447,0,6.58883,0,0,0,1.644165,0,0,0,2.256044,0,0,0,0,0,0,0,0,0,0,4.242418,0,2.134747,0,0,0,1.099561,0,0,0,0,0,0,0,0,0,2.041078,2.760105,0,0,0,1.825261,1.593915,0,6.462317,0,0,0,0,0,0,0,0,0,0,0,3.416259,0,0.8435127,0,0,0,0,0,0,0,0,2.629458,4.020887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.299981,1.454712,2.498029,0,0,0,4.397826,0,6.379312,0,0,1.998214,2.829811,7.735578,0,0,0,0,0,0,2.614012,2.360901,0,1.248978,0,0,0,0,0,0,0,0,0
"MESH:D009182",0,0,2.475751,0,0,0,0.3429878,0,0,0,0,1.000054,0,0,0,0,0,0,0,0,0,0,0,0,5.362903,0,0,3.015754,0,0,0,2.276026,0,0,0,0,0,0,0,6.716501,0,0,0,0,0.06994141,0,0,0,0,2.439319,0,0,0,0,3.985967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.312085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.985982,0,0,0,0,0,0,0,0,0,0.6587734,0,0,0,0.8845643,0,0,0,0,0,0,0,0,1.992983,0,0.4844714,0,0,0,1.329847,0,0,1.277479,0,0,0,0,1.98778,0,0,0,0,0,0,0,0,0,0,0,1.690334,0,0,0,0,1.228527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.358018,0,0,0,0,0,0,0,0,0,0,2.082052,0,0,0,1.492999,0,0,0,0,0,0,0,1.865776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9231881,0,0,0,0,0,0,0,0,0,0,0,2.277506,0,1.687025,0,0,0,0,0,0,0,0,1.314729,1.005222,0,0,0,0,0,0,0,0,0,0,0,0,3.674143,0,2.299981,0,2.498029,0,0,0,26.38696,0,10.63219,0,0,0,0,1.933894,0,0,0,0,0,0,2.614012,0,0,1.248978,0,0,0,0,0,0,0,0,0
"MESH:D016411",0,0,1.237875,1.473155,0,0,0,0,0,0,0,1.000054,0,1.994724,0,0,0,0,0,0,0,0,0,0,1.191756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.679125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.146929,1.590421,0,0,0,0,0,0,0,0,0,0,0,0,0.4844714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8451669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.545451,0,0,0,0,0,1.099561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9231881,0,0,0,0,0,0,0,0,0,0,0,3.416259,0,1.687025,0,0,0,0,0,0,0,0,0,1.005222,0,0,0,0,0,0,0,0,0,1.639269,0,0,0,0,0,0,0,0,0,0,1.465942,0,0,0,0,0,1.414906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MESH:D002296",0,0,4.332563,0,0,0,1.371951,0,0,0,1.48669,0,0,0,0,0,2.497661,0,0,0,0,0,0,0,0.5958781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9929911,0,0,0,0,0,0,0,0,0,0.3293867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.034147,0,0,0,0,0,0,1.287736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.078257,0,0,0,3.449514,0,0,0,1.696967,0,2.134747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.001989,0,0,0,0,1.005222,0,0,2.110984,0,0,0,0,0,0,0,0,0,0,0,0,1.454712,2.498029,0,0,0,0,0,1.063219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.617529,0,0,0,2.227056,0
"MESH:D009396",0,0,4.951501,0,0,0,2.400915,19.69983,3.336718,0,0,1.000054,0,0,0,0,0.8325537,0,0,0,0,0,0,0,1.787634,0,7.023001,0,0,0,0,1.138013,0,0,0,0,2.363417,0,0,0,0,0,0,0,0,0,0,0,0,0,1.708786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8771293,0,1.312085,0,0,0,0,0,0,0,0,0,0,0,28.06885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.656511,0,1.460822,0,0,0,0,0,0,0,0,0.6587734,1.146929,1.590421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.109917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.690334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.242418,8.625601,0,0,0,0,0,0,0,0,0,0,0,3.148856,0,0,0,0,0,0,0,1.825261,0,0,0,0,0,0,0,0,0,0,0,2.953726,0,0,2.277506,0,2.530538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.998214,0,1.933894,0,0,0,0,0,0,0,7.082704,0,6.244889,8.260347,0,0,0,0,0,0,2.227056,2.483722
"MESH:D008080",0,0,2.475751,2.94631,0,0,0.3429878,0,0,0,0,0,0,0,0,0,0.8325537,5.25882,0,0,0,0,0,0,0.5958781,0,0,0,0,0,0,1.138013,0,0,0,2.614012,0,0,0,0,0,0,0,0,0.06994141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.490891,0,0,0,0,0,0,0,0,0.9054467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.367277,0,0,0,0,0.9881601,1.146929,0,0,0,0,0,0,0,0,0,0,2.169409,3.985967,0,0,1.357097,0,0,1.329847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8451669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.358018,0,0,0,0,0,0,0,0,0,1.644165,0,0,0,0,0,0,0,0,0,0,0,6.648381,0,0,6.787869,2.8752,0,0,0,0,1.099561,1.452683,0,0,0,2.817924,0,0,0,0,2.041078,0,0,0,0,1.825261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8435127,0,0,0,0,0,0,0,0,3.944187,5.026108,0,1.697074,0,0,0,0,0,0,0,3.278539,2.760105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.414906,0,0,0,0,0,0,0,0,0,0,1.248978,0,0,0,0,0,0,0,2.227056,0
"MESH:D012516",0,0,3.094688,0,0,0,8.231708,4.221393,0,0,0,0,0,1.994724,0,0,1.665107,0,0,0,0,0,0,0,5.362903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.218303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9054467,0,0,0,0,0,0,0,3.22936,0,0,0,0,0,0,0,0,1.985982,1.460822,0,0,0,1.367277,0,0,0,0,15.81056,2.293857,7.952105,0,2.653693,0,0,0,1.958792,1.538314,0,0,6.508228,13.95088,0,0.4844714,2.714194,0,3.883897,0,0,0,6.387396,0,0,0,0,1.98778,2.575472,2.235886,0,0,0,0,0,0,0,0,0,2.535501,0.3433219,0,0,4.017753,2.457054,0,0,0,0,3.105606,0,2.429712,0,0,0,0,0,0,0,1.974034,0,0,14.36466,0,1.721961,4.074054,0,0,0,1.326979,0,2.196277,0,0,0,0,0,0,0,2.256044,0,0,0,0,0,0,0,0,0,0,1.696967,0,0,0,10.3411,0,1.099561,0,0,2.24256,0,0,2.730582,0,0,0,2.041078,0,0,0,0,1.825261,0,0,0.9231881,0,0,0,0,0,0,0,0,0,0,0,9.110025,0,12.65269,0,0,0,0,15.02983,0,0,0,1.314729,3.015665,0,1.697074,0,0,0,0,0,0,0,1.639269,0,0,0.6123572,0,0,1.454712,0,0,0,0,1.465942,0,0,0,0,0,0,0,0,0,0,0,0,0,2.614012,0,0,1.248978,2.065087,0,0,0,0,0,0,0,0
"MESH:D005354",0,0,4.951501,1.473155,0,0,11.66159,0,0,0,0,5.000269,0,15.95779,0,0,0,0,0,0,0,0,1.74341,0,1.191756,0,9.364001,3.015754,0,0,0,1.138013,0,0,0,0,0,0,0,0,0,0,0,0,0.06994141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62417,0,0,1.490891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.921644,0,0,0,0,0,0,0,0,2.96448,2.293857,0,3.944657,0,0,0,0,0,0,0,0,2.169409,0,0,0.4844714,1.357097,0,1.294632,3.989542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.36466,0,0,0,0,0,0,1.326979,0,0,0,0,0,1.644165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8484837,0,0,0,0,0,1.099561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9231881,0,0,0,0,0,0,0,0,0,0,0,1.138753,0,0,0,0,0,0,22.04375,0,0,0,2.629458,3.015665,0,1.697074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.483722
"MESH:D013584",0,0,1.237875,0,0,0,0,0,0,0,0,2.000107,0,0,0,0,0,0,0,0,0,0,0,0,2.383512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06994141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.508948,0,0,0.9279728,0,0,0,1.490891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22936,0,0,0,0,0,0,0,0,0.9929911,0,0,0,0,0,0,0,2.381207,0,4.611414,3.440786,1.590421,1.972329,0,0,0,0,0,1.538314,0,0,4.338819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.287736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.721961,0,0,0,0,0.6634894,0,0,0,0,0,1.644165,0,0,0,0,0,0,0,0,0,3.628855,3.449514,2.216127,0,2.575912,1.696967,0,0,0,4.4319,0,6.597365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.082052,0,0,0,0,0,0,0,0,0,1.138753,0,0,0,0,0,0,0,0,0,0,5.258917,4.020887,0,8.485372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MESH:D012208",0,0,1.856813,0,0,0,3.429878,0,0,0,0,1.000054,0,0,0,0,0,0,0,0,0,0,1.74341,0,1.191756,0,0,0,2.752642,0,0,1.138013,0,0,0,0,0,0,0,0,0,0,0,0,0.2797657,0,0,0,0,1.21966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.810662,0,0,0,0,0,0,0,0,0,0,1.735312,0,0,0,0,0,0,0,1.490891,0,0,1.467998,0,0,0,0,0,0.9054467,0,0,0,0,0,0,0,0,1.331641,0,0,0,0,0,0,0,3.971964,1.460822,0,0,0,0,0,2.59796,0,0,0.9881601,1.146929,0,0,1.769129,0,0,0,1.958792,3.076628,0,0,0,1.992983,0,2.906828,10.85678,0,0,3.989542,0,0,1.277479,0,0,1.36914,0,0,3.863207,0,0,0,0,0,0,0,0,0,0,2.535501,0,0,1.470033,0,2.457054,0,0,0,0,0,0,1.214856,0,0,0,0,0,0,0,0,0,0,0,0,1.721961,1.358018,0,0,0,1.990468,0,4.392553,0,0,0,3.288331,0,0,2.381207,0,0,0,4.156514,0,0,0,0,6.648381,0,0,1.696967,0,0,0,0,0,1.099561,0,0,0,0,0,0,0,0,0,2.041078,0,0,0,0,0,1.593915,0,0.9231881,0,0,0,0,0,0,0,0,0,0,0,1.138753,0,0,0,0,0,0,10.01989,0,0,0,1.314729,5.026108,0,0,0,0,0,0,0,0,0,1.639269,0,0,0,0,0,7.273559,12.49014,0,0,0,1.465942,0,1.063219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.852588,0,0,0,0,0
"MESH:D018232",0,0,0.6189376,0,0,0,0,0,0,0,0,0,0,1.994724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.026585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8845643,0,0,0,0,0,0,0,0,0,0,0,1.357097,0,0,0,0,0,1.277479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214856,0,0,0,0,0,0,0,1.974034,0,0,0,0,0,0,0,0,0,0.6634894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.216127,0,0,0,0,0,0,0,0,1.099561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MESH:D012509",0,0,11.14088,0,0,1.945436,7.202745,0,0,0,0,7.000376,0,11.96834,0,0,1.665107,1.75294,0,0,0,0,1.74341,0,7.746415,0,0,1.507877,0,0,0,9.104105,0,0,0,0,7.090251,0,0,0,6.65491,2.763857,0,0,0.2098242,3.188298,0,0,0,0,0,0,0,0,0,0,4.309982,0,0,1.775071,0,0,0,0,0,0,0,3.074354,0,0,0,0,0,0,0,0,0,0,0,0,0,1.810662,0,0,0,0,0,0,0,0,0,0,1.735312,0,0,0,0,0,0,0,2.981783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.656511,0.9929911,0,0,0,0,0,0,2.59796,0,0,9.222828,2.293857,3.180842,0,0.8845643,0,0,0,0,0,0,0,8.677637,0,0,1.937886,4.071291,0,2.589265,0,0,0,3.832438,0,0,0,0,1.98778,0,2.235886,0,1.482506,0,0,0,0,0,0,0,2.535501,0,0,2.20505,1.607101,0,0,0,0,0,3.105606,0,0,0,0,0,0,0,0,0,0,0,0,4.78822,0,0,0,0,0,0,0.6634894,0,3.294415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.216127,0,0,10.1818,1.4376,0,0,0,2.420427,3.298682,0,0,0,0,0,0,0,0,0,2.041078,2.760105,0,0,0,5.475782,1.593915,0,11.07826,2.281245,0,3.804059,0,0,0,0,0,0,0,0,31.88509,0,22.77484,0,0,0,0,12.02386,0,0,0,2.629458,21.10966,0,11.87952,0,0,0,0,0,0,0,3.278539,0,0,0,0,0,2.909424,2.498029,0,0,0,0,0,1.063219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.248978,2.065087,2.883522,0,0,0,0,0,0,0
"MESH:D006394",0,0,2.475751,2.94631,0,0,1.714939,0,0,0,0,3.000161,0,1.994724,0,0,2.497661,10.51764,0,0,0,0,0,0,5.958781,0,0,1.507877,0,0,0,1.138013,0,0,0,0,2.363417,0,0,1.679125,4.436606,0,0,0,0.2797657,0,2.677472,0,0,1.21966,0,0,0,3.674525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51904,0,0,1.152917,0,0,0,0,0,0,0,0,0,2.922403,0,0,0,0,0,1.855946,1.312085,0,0,7.454457,0,0,1.467998,0,0,0,0,0,0,0,2.536212,0,0,0,1.723288,0,0,1.331641,0,0,0,0,0,1.72728,0,0,0,0,0,0,0,0,0,0,0,1.646934,1.146929,0,0,2.653693,0,0,0,0,0,0,0,0,0,0,1.453414,1.357097,0,0,3.989542,0,0,3.832438,0,0,2.738279,0,0,0,2.235886,0,0,0,0,0,0,0,0,0,0.8451669,0,2.684943,0.7350166,0,1.228527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.358018,0,0,0,1.990468,0,1.098138,0,0,0,0,2.082052,0,0,0,0,0,0,1.596252,1.665245,0,0,2.216127,0,0,6.787869,4.3128,0,0,0,2.420427,8.796487,2.905367,0,2.24256,0,0,0,0,0,0,2.041078,0,0,0,0,1.825261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.138753,0,1.687025,0,0,0,0,4.007954,0,0,0,3.944187,11.05744,0,40.72978,0,0,0,0,0,0,0,0,0,0,0.6123572,0,11.49991,2.909424,0,4.098858,0,0,0,0,1.063219,0,0,0,1.414906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MESH:D003557",0,0,0.6189376,0,0,0,0,0,0,0,0,0,0,3.989448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06994141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9279728,1.312085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3293867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
