"","gene_ID_1","gene_ID_2"
"9352",1543,3294
"9399",2977,5140
"9418",1544,6715
"9421",1586,412
"9437",1595,3294
"9453",27306,5743
"9457",1588,412
"9469",1312,8639
"9486",10327,126
"9491",27115,2977
"9504",6241,7296
"9513",1588,6715
"9524",100,22978
"9526",1543,1545
"9545",1544,1557
"9552",1544,5742
"9558",4842,4843
"9582",1544,1586
"9586",1588,5743
"9589",26,3176
"9593",1595,6716
"9611",1588,3292
"9629",1312,26
"9632",125,231
"9639",412,6822
"9675",217,26
"9680",1557,3294
"9690",2618,5471
"9710",1633,51727
"9720",8288,8639
"9746",2977,50940
"9777",1588,6716
"9782",2548,8972
"9784",1545,1588
"9785",1543,1544
"9801",1543,3620
"9806",4353,8639
"9808",1545,2099
"9817",2100,3643
"9822",1728,2100
"9823",5111,7157
"9829",1051,3553
"9832",1576,7421
"9840",1051,7130
"9847",1576,8856
"9851",7157,834
"9852",5465,9971
"9853",1019,4609
"9855",5915,5916
"9856",2908,3569
"9857",28234,9971
"9863",5914,5915
"9872",1551,7421
"9875",1051,3569
"9876",1956,7068
"9878",55800,7157
"9880",54658,8856
"9883",5915,6256
"9888",1956,7157
"9895",126,5915
"9899",126,9970
"9903",2099,3206
"9904",3206,8648
"9905",354,367
"9907",4313,7157
"9911",3486,7157
"9912",126,5914
"9928",1728,2099
"9930",2101,4057
"9937",1543,196
"9939",2099,5241
"9944",1051,7150
"9948",5915,5915
"9950",1956,6256
"9956",2908,9970
"9959",3091,3091
"9960",5914,5916
"9965",2908,54658
"9966",5916,5916
"9968",126,6256
"9974",367,367
"9976",1111,7157
"9978",5747,7157
"9982",2908,2908
"9987",5916,6256
"9992",301,3654
"9993",5597,7272
"9994",1460,1786
"10000",3055,9734
"10003",1460,3932
"10008",3312,5291
"10012",2872,5595
"10023",5597,7846
"10030",6241,6261
"10034",5597,771
"10040",5597,780
"10042",5597,7786
"10064",5579,659
"10074",190,5468
"10085",598,60
"10087",3312,5599
"10094",6258,8856
"10095",1508,176
"10105",695,7846
"10107",2534,7371
"10112",5170,7153
"10114",3932,811
"10117",5347,5597
"10118",5467,8648
"10120",27102,5290
"10121",27330,5595
"10122",6256,79837
"10124",1633,6258
"10133",1786,2932
"10140",2101,2104
"10141",5597,5914
"10146",5597,9266
"10152",2932,8570
"10155",2876,5597
"10156",1460,5624
"10157",2146,8600
"10162",2932,6256
"10168",6195,7272
"10173",5597,811
"10174",5916,6257
"10177",1901,3352
"10185",5467,6257
"10186",6261,819
"10189",5564,5597
"10192",4790,5294
"10195",27330,6256
"10196",4067,5287
"10204",2475,2932
"10220",1137,1460
"10223",3932,5605
"10225",1460,6256
"10228",5347,6256
"10230",142,5170
"10231",4134,6258
"10236",4134,9970
"10237",5467,6256
"10247",1460,8576
"10250",4134,6257
"10252",10188,3055
"10256",1901,3350
"10258",6258,9971
"10263",3551,9817
"10267",4843,801
"10268",79837,8396
"10270",3939,5294
"10271",1786,27330
"10280",5879,8899
"10281",815,819
"10289",3055,5610
"10294",6258,816
"10298",5347,8600
"10301",50488,5879
"10303",5914,7376
"10304",190,2101
"10305",6257,7068
"10307",1432,5601
"10310",5597,79885
"10311",7376,8648
"10313",5599,659
"10317",1454,57551
"10320",7068,816
"10327",1460,7416
"10329",5467,6258
"10334",3055,3932
"10335",3055,5226
"10341",7376,7421
"10342",7376,79837
"10347",3356,8665
"10356",1432,5600
"10358",5468,6257
"10361",2932,4134
"10365",2932,7846
"10366",1019,6622
"10375",3815,5579
"10382",4067,7371
"10386",1827,2932
"10387",1454,7157
"10389",1432,56924
"10390",7317,983
"10395",5321,5599
"10397",2932,5579
"10398",1827,5595
"10400",4843,6714
